shots,shots_on_target,goals
1.0,0.0,0.0
0.0,2.0,0.0
1.0,9.0,4.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,1.0
0.0,0.0,0.0
0.0,5.0,3.0
0.0,0.0,0.0
0.0,2.0,1.0
0.0,0.0,0.0
1.0,11.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,4.0,2.0
0.0,0.0,0.0
0.0,2.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
1.0,10.0,8.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.0,1.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,3.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,4.0,2.0
0.0,4.0,2.0
0.0,4.0,0.0
0.0,0.0,0.0
0.0,4.0,1.0
1.0,0.0,0.0
8.0,0.0,0.0
0.0,0.0,0.0
0.0,7.0,2.0
0.0,2.0,2.0
0.0,3.0,1.0
16.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,4.0,1.0
0.0,0.0,0.0
1.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.0,2.0
0.0,0.0,0.0
1.0,0.0,0.0
10.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
6.0,0.0,0.0
5.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
10.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
2.0,3.0,2.0
1.0,2.0,1.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,4.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,7.0,4.0
0.0,0.0,0.0
0.0,1.0,1.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,2.0,2.0
23.0,0.0,0.0
8.0,27.0,21.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,3.0,1.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,4.0,1.0
0.0,4.0,2.0
0.0,5.0,2.0
2.0,0.0,0.0
11.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,18.0,9.0
1.0,0.0,0.0
4.0,0.0,0.0
1.0,1.0,1.0
5.0,22.0,12.0
0.0,1.0,0.0
1.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0,0.0
5.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,0.0
1.0,10.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,5.0,3.0
9.0,0.0,0.0
10.0,0.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,1.0
0.0,5.0,2.0
3.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,1.0
6.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
1.0,2.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
1.0,8.0,4.0
0.0,0.0,0.0
1.0,0.0,0.0
3.0,18.0,8.0
1.0,6.0,3.0
1.0,2.0,1.0
0.0,0.0,0.0
0.0,2.0,1.0
0.0,0.0,0.0
0.0,11.0,5.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,1.0
0.0,2.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
1.0,0.0,0.0
0.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.0,6.0
0.0,6.0,4.0
1.0,10.0,6.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
13.0,0.0,0.0
1.0,2.0,0.0
0.0,1.0,1.0
7.0,47.0,47.0
0.0,0.0,0.0
3.0,0.0,0.0
2.0,0.0,0.0
10.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
5.0,23.0,10.0
3.0,0.0,0.0
0.0,0.0,0.0
3.0,8.0,3.0
1.0,0.0,0.0
11.0,0.0,0.0
0.0,1.0,0.0
1.0,14.0,5.0
0.0,0.0,0.0
0.0,0.0,0.0
14.0,0.0,0.0
3.0,38.0,24.0
2.0,0.0,0.0
2.0,0.0,0.0
4.0,47.0,20.0
7.0,0.0,0.0
3.0,31.0,18.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
2.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
2.0,19.0,10.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,25.0,14.0
3.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,0.0,0.0
2.0,0.0,0.0
9.0,70.0,70.0
5.0,0.0,0.0
2.0,0.0,0.0
8.0,47.0,32.0
7.0,12.0,9.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,8.0,3.0
7.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
0.0,2.0,2.0
1.0,0.0,0.0
0.0,6.0,2.0
4.0,0.0,0.0
13.0,0.0,0.0
1.0,0.0,0.0
7.0,35.0,35.0
2.0,0.0,0.0
2.0,7.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
11.0,0.0,0.0
1.0,10.0,8.0
6.0,24.0,9.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
2.0,13.0,7.0
0.0,0.0,0.0
3.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.0,0.0,0.0
1.0,0.0,0.0
9.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,0.0
9.0,0.0,0.0
3.0,16.0,7.0
0.0,0.0,0.0
15.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
1.0,0.0,0.0
6.0,0.0,0.0
8.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
5.0,16.0,9.0
2.0,0.0,0.0
1.0,0.0,0.0
9.0,43.0,43.0
1.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
7.0,0.0,0.0
1.0,0.0,0.0
4.0,23.0,14.0
0.0,3.0,1.0
2.0,9.0,6.0
0.0,2.0,1.0
1.0,18.0,10.0
0.0,0.0,0.0
13.0,87.0,87.0
2.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,2.0
0.0,3.0,1.0
0.0,0.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
7.0,0.0,0.0
0.0,0.0,0.0
4.0,29.0,29.0
0.0,4.0,4.0
1.0,0.0,0.0
13.0,86.0,45.0
4.0,0.0,0.0
2.0,0.0,0.0
1.0,0.0,0.0
9.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,0.0
0.0,0.0,0.0
7.0,0.0,0.0
2.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.0,36.0,18.0
4.0,0.0,0.0
1.0,0.0,0.0
7.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,0.0
0.0,9.0,2.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,28.0,28.0
2.0,6.0,6.0
16.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,2.0
0.0,0.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
1.0,5.0,2.0
1.0,0.0,0.0
2.0,0.0,0.0
2.0,23.0,23.0
0.0,0.0,0.0
2.0,7.0,3.0
3.0,21.0,11.0
0.0,5.0,1.0
9.0,47.0,24.0
0.0,0.0,0.0
1.0,20.0,20.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,15.0,5.0
0.0,0.0,0.0
9.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.0,48.0,28.0
0.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
9.0,25.0,12.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
7.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
7.0,0.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
15.0,95.0,56.0
9.0,43.0,27.0
0.0,4.0,2.0
10.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,0.0
4.0,56.0,56.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
2.0,0.0,0.0
6.0,88.0,88.0
11.0,0.0,0.0
16.0,71.0,71.0
5.0,0.0,0.0
4.0,0.0,0.0
7.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
0.0,8.0,4.0
2.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
5.0,40.0,19.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,5.0,5.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
18.0,0.0,0.0
0.0,25.0,25.0
1.0,0.0,0.0
2.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
21.0,112.0,65.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,40.0,19.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,12.0,12.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
8.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
0.0,2.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
3.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,19.0,9.0
1.0,0.0,0.0
7.0,73.0,73.0
1.0,0.0,0.0
5.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
1.0,11.0,11.0
0.0,1.0,1.0
3.0,23.0,14.0
10.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,4.0,4.0
1.0,0.0,0.0
1.0,0.0,0.0
12.0,0.0,0.0
1.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
3.0,27.0,11.0
0.0,4.0,1.0
0.0,0.0,0.0
1.0,0.0,0.0
3.0,21.0,15.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,3.0,1.0
0.0,0.0,0.0
9.0,0.0,0.0
2.0,12.0,4.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,1.0
2.0,22.0,22.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
7.0,0.0,0.0
1.0,0.0,0.0
8.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.0,2.0
5.0,26.0,11.0
1.0,2.0,0.0
0.0,11.0,6.0
0.0,0.0,0.0
0.0,1.0,1.0
0.0,10.0,10.0
2.0,24.0,24.0
1.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,7.0,3.0
3.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
0.0,4.0,2.0
4.0,0.0,0.0
2.0,0.0,0.0
1.0,25.0,11.0
1.0,0.0,0.0
7.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
15.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,26.0,26.0
7.0,88.0,88.0
0.0,0.0,0.0
2.0,18.0,8.0
2.0,25.0,11.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,23.0,15.0
1.0,11.0,6.0
0.0,7.0,0.0
2.0,15.0,15.0
1.0,17.0,17.0
4.0,26.0,26.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
11.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
2.0,0.0,0.0
14.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,1.0,0.0
1.0,15.0,7.0
5.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,0.0,0.0
4.0,44.0,44.0
1.0,3.0,3.0
3.0,26.0,26.0
3.0,26.0,26.0
3.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
3.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
6.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
6.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
9.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,1.0
5.0,22.0,9.0
8.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.0,5.0
3.0,29.0,29.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
8.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
2.0,0.0,0.0
0.0,5.0,4.0
0.0,9.0,5.0
0.0,28.0,14.0
0.0,0.0,0.0
19.0,0.0,0.0
9.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
7.0,0.0,0.0
2.0,20.0,20.0
0.0,17.0,17.0
0.0,0.0,0.0
14.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
0.0,16.0,7.0
0.0,2.0,1.0
1.0,0.0,0.0
2.0,35.0,16.0
3.0,11.0,6.0
1.0,39.0,22.0
1.0,4.0,1.0
2.0,36.0,16.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,4.0,4.0
1.0,0.0,0.0
0.0,3.0,3.0
6.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
12.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
9.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0,0.0
3.0,0.0,0.0
16.0,0.0,0.0
0.0,0.0,0.0
6.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
7.0,61.0,36.0
2.0,0.0,0.0
0.0,0.0,0.0
7.0,0.0,0.0
0.0,0.0,0.0
4.0,41.0,22.0
1.0,0.0,0.0
0.0,23.0,23.0
1.0,5.0,3.0
1.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
1.0,43.0,43.0
8.0,58.0,58.0
1.0,31.0,31.0
1.0,16.0,16.0
14.0,64.0,64.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
14.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
1.0,10.0,5.0
6.0,41.0,23.0
7.0,0.0,0.0
0.0,0.0,0.0
1.0,6.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
6.0,0.0,0.0
1.0,23.0,23.0
0.0,0.0,0.0
0.0,13.0,13.0
0.0,5.0,5.0
4.0,0.0,0.0
2.0,0.0,0.0
6.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
10.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
3.0,30.0,12.0
15.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
6.0,0.0,0.0
11.0,33.0,13.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,2.0
0.0,8.0,8.0
0.0,8.0,8.0
0.0,2.0,2.0
2.0,4.0,4.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
8.0,0.0,0.0
0.0,0.0,0.0
1.0,9.0,4.0
9.0,0.0,0.0
1.0,16.0,5.0
2.0,0.0,0.0
1.0,0.0,0.0
0.0,1.0,1.0
9.0,0.0,0.0
0.0,27.0,27.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
12.0,50.0,28.0
0.0,0.0,0.0
3.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,0.0
5.0,0.0,0.0
1.0,16.0,16.0
2.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
8.0,0.0,0.0
0.0,0.0,0.0
1.0,23.0,23.0
1.0,0.0,0.0
3.0,0.0,0.0
3.0,3.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,10.0,2.0
1.0,15.0,15.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
7.0,58.0,29.0
2.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
5.0,32.0,32.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,28.0,28.0
0.0,0.0,0.0
5.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
9.0,0.0,0.0
9.0,53.0,36.0
0.0,0.0,0.0
2.0,0.0,0.0
12.0,0.0,0.0
3.0,0.0,0.0
2.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
0.0,30.0,14.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,3.0,2.0
0.0,7.0,4.0
6.0,22.0,11.0
0.0,8.0,5.0
0.0,0.0,0.0
3.0,0.0,0.0
5.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
1.0,0.0,0.0
0.0,8.0,5.0
0.0,0.0,0.0
10.0,0.0,0.0
2.0,20.0,20.0
2.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
6.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,0.0
1.0,0.0,0.0
0.0,4.0,0.0
0.0,3.0,2.0
2.0,5.0,1.0
0.0,0.0,0.0
1.0,0.0,0.0
1.0,11.0,11.0
0.0,0.0,0.0
