shots,shots_on_target,goals
0.0,0.0,0.0
0.0,0.0,0.0
1.0,9.0,5.0
0.0,10.0,2.0
4.0,14.0,9.0
0.0,9.0,3.0
0.0,0.0,0.0
2.0,7.0,2.0
2.0,13.0,5.0
0.0,5.0,1.0
0.0,1.0,1.0
0.0,0.0,0.0
0.0,18.0,4.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,0.0,0.0
5.0,33.0,11.0
1.0,8.0,3.0
7.0,74.0,29.0
0.0,6.0,1.0
0.0,1.0,0.0
0.0,12.0,1.0
2.0,9.0,4.0
0.0,25.0,5.0
0.0,0.0,0.0
0.0,12.0,2.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,0.0,0.0
0.0,3.0,0.0
3.0,15.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,10.0,2.0
1.0,6.0,1.0
7.0,56.0,19.0
0.0,0.0,0.0
2.0,2.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,3.0,3.0
0.0,0.0,0.0
5.0,9.0,5.0
0.0,9.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.0,1.0
0.0,0.0,0.0
0.0,8.0,4.0
0.0,30.0,11.0
2.0,7.0,4.0
8.0,61.0,27.0
4.0,32.0,13.0
3.0,36.0,9.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,4.0,2.0
2.0,10.0,2.0
0.0,7.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,7.0,2.0
0.0,0.0,0.0
1.0,8.0,4.0
0.0,0.0,0.0
0.0,0.0,0.0
7.0,61.0,20.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,3.0,3.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
3.0,27.0,12.0
9.0,57.0,33.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,0.0,0.0
0.0,3.0,2.0
0.0,1.0,0.0
4.0,11.0,6.0
0.0,5.0,1.0
4.0,16.0,5.0
4.0,19.0,10.0
1.0,5.0,2.0
12.0,62.0,21.0
6.0,72.0,25.0
5.0,68.0,19.0
0.0,3.0,0.0
0.0,16.0,2.0
0.0,18.0,9.0
1.0,6.0,3.0
16.0,96.0,35.0
3.0,108.0,21.0
0.0,0.0,0.0
0.0,3.0,0.0
0.0,2.0,1.0
0.0,5.0,2.0
9.0,9.0,9.0
3.0,3.0,3.0
3.0,36.0,3.0
0.0,6.0,0.0
0.0,0.0,0.0
9.0,24.0,15.0
1.0,5.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,2.0,0.0
6.0,17.0,10.0
1.0,2.0,1.0
5.0,37.0,17.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,2.0,2.0
2.0,19.0,6.0
7.0,50.0,21.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,2.0,2.0
0.0,0.0,0.0
3.0,4.0,4.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,7.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,1.0
0.0,5.0,5.0
0.0,7.0,3.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
8.0,81.0,27.0
0.0,17.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,12.0,3.0
0.0,8.0,2.0
0.0,3.0,0.0
0.0,4.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,10.0,4.0
4.0,25.0,8.0
0.0,12.0,3.0
16.0,91.0,35.0
3.0,41.0,11.0
0.0,0.0,0.0
12.0,150.0,39.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,1.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
12.0,66.0,21.0
0.0,3.0,0.0
6.0,18.0,6.0
0.0,0.0,0.0
0.0,9.0,3.0
0.0,0.0,0.0
2.0,19.0,5.0
9.0,40.0,16.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,9.0,5.0
0.0,5.0,1.0
0.0,0.0,0.0
1.0,3.0,1.0
1.0,5.0,1.0
0.0,2.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,8.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
1.0,1.0,1.0
0.0,9.0,2.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2.0,2.0,2.0
0.0,0.0,0.0
4.0,8.0,5.0
0.0,3.0,0.0
1.0,12.0,8.0
0.0,8.0,4.0
2.0,24.0,5.0
1.0,1.0,1.0
6.0,6.0,6.0
0.0,0.0,0.0
2.0,2.0,2.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,8.0,1.0
2.0,21.0,4.0
0.0,1.0,0.0
0.0,0.0,0.0
2.0,8.0,5.0
3.0,13.0,6.0
2.0,8.0,4.0
6.0,63.0,21.0
4.0,2.0,2.0
2.0,13.0,6.0
1.0,6.0,2.0
2.0,8.0,5.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,16.0,7.0
0.0,0.0,0.0
0.0,1.0,0.0
8.0,57.0,18.0
0.0,0.0,0.0
2.0,11.0,4.0
2.0,4.0,2.0
2.0,49.0,21.0
0.0,15.0,2.0
0.0,3.0,0.0
0.0,13.0,4.0
1.0,11.0,5.0
0.0,4.0,2.0
0.0,6.0,0.0
0.0,0.0,0.0
0.0,3.0,0.0
1.0,10.0,2.0
0.0,12.0,5.0
2.0,14.0,4.0
4.0,31.0,15.0
10.0,86.0,37.0
1.0,30.0,7.0
6.0,34.0,14.0
1.0,6.0,1.0
4.0,44.0,17.0
0.0,6.0,2.0
0.0,1.0,0.0
3.0,22.0,6.0
7.0,55.0,19.0
0.0,4.0,1.0
1.0,29.0,4.0
6.0,62.0,19.0
2.0,14.0,7.0
0.0,0.0,0.0
1.0,7.0,3.0
0.0,4.0,0.0
0.0,1.0,0.0
4.0,22.0,5.0
5.0,37.0,12.0
1.0,25.0,9.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,0.0
15.0,147.0,42.0
0.0,0.0,0.0
0.0,48.0,15.0
6.0,99.0,33.0
66.0,291.0,123.0
21.0,204.0,78.0
12.0,72.0,18.0
3.0,12.0,6.0
0.0,4.0,1.0
1.0,4.0,2.0
1.0,6.0,5.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,8.0,1.0
0.0,1.0,0.0
0.0,0.0,0.0
5.0,21.0,11.0
0.0,1.0,0.0
0.0,3.0,0.0
7.0,40.0,20.0
1.0,20.0,4.0
4.0,56.0,23.0
0.0,0.0,0.0
0.0,0.0,0.0
12.0,12.0,12.0
0.0,0.0,0.0
24.0,24.0,24.0
0.0,0.0,0.0
12.0,12.0,12.0
3.0,3.0,3.0
2.0,35.0,12.0
3.0,48.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,21.0,15.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,0.0
3.0,6.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,7.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,2.0,0.0
1.0,7.0,4.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,5.0,2.0
6.0,34.0,17.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
3.0,3.0,3.0
2.0,2.0,2.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,3.0,2.0
0.0,0.0,0.0
0.0,17.0,1.0
0.0,0.0,0.0
2.0,14.0,8.0
0.0,0.0,0.0
0.0,0.0,0.0
10.0,10.0,10.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
3.0,3.0,3.0
2.0,2.0,2.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,3.0,2.0
0.0,4.0,2.0
0.0,3.0,0.0
2.0,13.0,3.0
0.0,2.0,0.0
3.0,28.0,10.0
0.0,6.0,1.0
1.0,14.0,3.0
0.0,0.0,0.0
3.0,3.0,3.0
2.0,5.0,2.0
3.0,108.0,42.0
21.0,147.0,60.0
3.0,90.0,42.0
0.0,1.0,0.0
0.0,0.0,0.0
4.0,5.0,4.0
0.0,0.0,0.0
0.0,3.0,2.0
0.0,1.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,5.0,2.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
1.0,12.0,4.0
12.0,39.0,15.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,2.0,1.0
0.0,1.0,0.0
3.0,4.0,4.0
0.0,0.0,0.0
0.0,2.0,0.0
1.0,17.0,5.0
1.0,4.0,1.0
0.0,6.0,0.0
0.0,11.0,0.0
0.0,6.0,0.0
0.0,0.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,2.0
0.0,0.0,0.0
0.0,18.0,2.0
5.0,66.0,19.0
0.0,22.0,6.0
0.0,0.0,0.0
0.0,22.0,7.0
1.0,6.0,2.0
4.0,19.0,6.0
7.0,38.0,12.0
0.0,0.0,0.0
7.0,27.0,16.0
1.0,13.0,2.0
0.0,5.0,2.0
3.0,27.0,9.0
2.0,31.0,11.0
0.0,8.0,0.0
4.0,47.0,16.0
0.0,0.0,0.0
2.0,8.0,3.0
6.0,27.0,11.0
0.0,24.0,6.0
0.0,1.0,1.0
2.0,12.0,5.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
17.0,71.0,39.0
9.0,70.0,30.0
1.0,17.0,3.0
2.0,13.0,7.0
0.0,0.0,0.0
3.0,3.0,3.0
6.0,6.0,6.0
15.0,84.0,33.0
0.0,36.0,12.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,15.0,6.0
3.0,0.0,0.0
3.0,9.0,3.0
3.0,12.0,3.0
0.0,0.0,0.0
0.0,5.0,1.0
13.0,98.0,34.0
8.0,35.0,13.0
0.0,15.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,15.0,3.0
0.0,0.0,0.0
0.0,1.0,0.0
1.0,8.0,3.0
0.0,3.0,2.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.0,3.0
0.0,3.0,0.0
0.0,7.0,3.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,3.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
4.0,12.0,8.0
0.0,0.0,0.0
0.0,7.0,3.0
0.0,9.0,2.0
0.0,4.0,1.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,14.0,7.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,7.0,1.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
2.0,7.0,3.0
0.0,4.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
2.0,4.0,2.0
5.0,56.0,23.0
0.0,2.0,1.0
0.0,8.0,4.0
10.0,67.0,29.0
4.0,4.0,4.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.0,7.0,7.0
24.0,24.0,24.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,16.0,6.0
0.0,12.0,2.0
1.0,5.0,2.0
4.0,51.0,13.0
0.0,0.0,0.0
21.0,153.0,93.0
0.0,24.0,6.0
0.0,9.0,6.0
0.0,9.0,3.0
0.0,3.0,0.0
0.0,1.0,1.0
0.0,2.0,2.0
2.0,8.0,5.0
0.0,7.0,2.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,7.0,2.0
0.0,0.0,0.0
5.0,30.0,15.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.0,1.0
0.0,3.0,1.0
2.0,26.0,6.0
0.0,9.0,1.0
1.0,6.0,1.0
2.0,15.0,7.0
2.0,21.0,6.0
1.0,18.0,1.0
0.0,6.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,8.0,3.0
0.0,0.0,0.0
0.0,2.0,1.0
0.0,2.0,0.0
0.0,2.0,0.0
1.0,13.0,5.0
0.0,0.0,0.0
3.0,57.0,21.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,0.0
6.0,15.0,9.0
0.0,9.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,1.0,1.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.0,35.0,13.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,4.0,1.0
5.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,21.0,9.0
2.0,12.0,6.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
2.0,2.0,2.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,32.0,11.0
0.0,5.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,7.0,1.0
7.0,48.0,22.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.0,1.0
1.0,11.0,4.0
0.0,0.0,0.0
1.0,28.0,7.0
0.0,13.0,3.0
0.0,2.0,1.0
3.0,40.0,14.0
2.0,59.0,13.0
0.0,4.0,1.0
2.0,24.0,4.0
3.0,30.0,10.0
0.0,5.0,2.0
0.0,0.0,0.0
3.0,24.0,10.0
2.0,52.0,13.0
0.0,5.0,0.0
2.0,14.0,3.0
0.0,0.0,0.0
0.0,12.0,4.0
1.0,12.0,5.0
0.0,0.0,0.0
1.0,5.0,2.0
0.0,3.0,1.0
0.0,4.0,1.0
5.0,47.0,24.0
0.0,11.0,5.0
0.0,3.0,0.0
10.0,51.0,26.0
0.0,3.0,0.0
3.0,54.0,21.0
0.0,16.0,3.0
0.0,28.0,7.0
0.0,0.0,0.0
0.0,0.0,0.0
6.0,60.0,27.0
3.0,33.0,12.0
9.0,105.0,45.0
0.0,0.0,0.0
1.0,14.0,4.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
1.0,3.0,1.0
0.0,0.0,0.0
1.0,37.0,16.0
0.0,0.0,0.0
10.0,48.0,20.0
1.0,1.0,1.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,18.0,6.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,6.0,6.0
0.0,0.0,0.0
0.0,3.0,0.0
11.0,39.0,15.0
0.0,0.0,0.0
0.0,9.0,3.0
0.0,6.0,0.0
0.0,1.0,0.0
0.0,3.0,2.0
0.0,4.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,4.0,1.0
6.0,17.0,8.0
9.0,8.0,8.0
2.0,2.0,2.0
0.0,0.0,0.0
2.0,13.0,5.0
0.0,0.0,0.0
1.0,14.0,6.0
2.0,18.0,6.0
0.0,1.0,0.0
3.0,22.0,5.0
0.0,0.0,0.0
5.0,34.0,14.0
12.0,8.0,8.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,3.0,3.0
0.0,0.0,0.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
3.0,3.0,3.0
0.0,6.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,15.0,3.0
0.0,0.0,0.0
0.0,1.0,1.0
1.0,1.0,1.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,1.0,1.0
0.0,1.0,1.0
0.0,1.0,0.0
1.0,4.0,2.0
0.0,9.0,1.0
3.0,33.0,6.0
0.0,0.0,0.0
0.0,1.0,1.0
0.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,4.0,0.0
0.0,7.0,2.0
0.0,0.0,0.0
2.0,9.0,3.0
3.0,22.0,10.0
0.0,4.0,0.0
9.0,42.0,19.0
3.0,14.0,5.0
0.0,11.0,1.0
0.0,4.0,1.0
2.0,15.0,4.0
0.0,0.0,0.0
2.0,18.0,7.0
1.0,19.0,5.0
2.0,8.0,3.0
0.0,0.0,0.0
0.0,14.0,3.0
2.0,27.0,9.0
3.0,51.0,6.0
0.0,0.0,0.0
1.0,6.0,2.0
1.0,10.0,3.0
0.0,1.0,1.0
1.0,6.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,11.0,4.0
0.0,0.0,0.0
33.0,33.0,33.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,3.0,3.0
0.0,48.0,12.0
0.0,9.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,3.0,3.0
0.0,0.0,0.0
3.0,9.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,18.0,6.0
0.0,24.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,1.0
1.0,7.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,1.0
0.0,0.0,0.0
4.0,55.0,16.0
6.0,55.0,17.0
0.0,0.0,0.0
1.0,31.0,9.0
1.0,1.0,1.0
0.0,0.0,0.0
9.0,9.0,9.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,10.0,1.0
0.0,2.0,0.0
1.0,10.0,4.0
2.0,30.0,10.0
11.0,11.0,11.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
2.0,2.0,2.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
0.0,12.0,3.0
0.0,6.0,0.0
0.0,36.0,18.0
9.0,36.0,15.0
0.0,4.0,2.0
0.0,0.0,0.0
0.0,1.0,0.0
1.0,1.0,1.0
1.0,5.0,4.0
0.0,0.0,0.0
1.0,3.0,3.0
4.0,14.0,7.0
0.0,4.0,1.0
0.0,2.0,1.0
0.0,2.0,1.0
1.0,10.0,5.0
0.0,0.0,0.0
1.0,5.0,3.0
0.0,0.0,0.0
0.0,2.0,0.0
7.0,44.0,18.0
1.0,7.0,3.0
0.0,0.0,0.0
0.0,2.0,0.0
2.0,11.0,3.0
0.0,5.0,0.0
0.0,0.0,0.0
3.0,16.0,9.0
0.0,1.0,0.0
0.0,9.0,3.0
0.0,1.0,0.0
0.0,2.0,2.0
0.0,0.0,0.0
0.0,1.0,1.0
0.0,1.0,1.0
1.0,2.0,1.0
0.0,4.0,1.0
0.0,1.0,0.0
2.0,16.0,6.0
3.0,23.0,11.0
0.0,6.0,0.0
0.0,0.0,0.0
1.0,23.0,5.0
0.0,0.0,0.0
7.0,64.0,24.0
13.0,78.0,33.0
0.0,3.0,1.0
1.0,23.0,6.0
0.0,2.0,0.0
1.0,16.0,5.0
3.0,23.0,6.0
12.0,78.0,26.0
2.0,11.0,3.0
10.0,41.0,23.0
0.0,0.0,0.0
10.0,83.0,38.0
4.0,31.0,11.0
3.0,16.0,7.0
12.0,79.0,35.0
0.0,1.0,0.0
1.0,8.0,2.0
0.0,0.0,0.0
2.0,24.0,9.0
0.0,0.0,0.0
1.0,22.0,8.0
0.0,5.0,3.0
0.0,5.0,0.0
7.0,69.0,23.0
2.0,60.0,24.0
5.0,39.0,12.0
4.0,19.0,5.0
0.0,5.0,1.0
3.0,22.0,12.0
15.0,67.0,34.0
0.0,1.0,1.0
2.0,29.0,6.0
2.0,25.0,9.0
0.0,0.0,0.0
1.0,14.0,3.0
0.0,8.0,1.0
7.0,57.0,24.0
2.0,56.0,12.0
0.0,9.0,5.0
0.0,8.0,4.0
0.0,7.0,2.0
0.0,29.0,13.0
0.0,6.0,1.0
4.0,28.0,7.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,7.0,0.0
3.0,22.0,5.0
2.0,15.0,6.0
0.0,2.0,1.0
0.0,16.0,6.0
66.0,423.0,162.0
0.0,30.0,9.0
0.0,15.0,0.0
0.0,0.0,0.0
0.0,24.0,6.0
21.0,189.0,51.0
0.0,9.0,0.0
1.0,3.0,3.0
2.0,12.0,5.0
1.0,2.0,1.0
0.0,1.0,0.0
0.0,5.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,9.0,1.0
0.0,3.0,1.0
0.0,0.0,0.0
0.0,2.0,0.0
0.0,0.0,0.0
3.0,17.0,4.0
1.0,12.0,3.0
2.0,2.0,2.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.0,6.0,6.0
9.0,9.0,9.0
12.0,12.0,12.0
3.0,3.0,3.0
0.0,0.0,0.0
6.0,6.0,6.0
9.0,9.0,9.0
3.0,3.0,3.0
48.0,48.0,48.0
0.0,6.0,3.0
0.0,45.0,12.0
0.0,3.0,0.0
0.0,0.0,0.0
2.0,2.0,2.0
0.0,0.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,6.0,0.0
0.0,6.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.0,12.0,3.0
6.0,15.0,3.0
0.0,0.0,0.0
2.0,5.0,4.0
1.0,7.0,2.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
1.0,1.0,1.0
5.0,5.0,5.0
0.0,0.0,0.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,3.0,0.0
3.0,39.0,9.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,4.0,1.0
0.0,0.0,0.0
1.0,3.0,2.0
2.0,12.0,8.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
1.0,5.0,4.0
0.0,1.0,1.0
0.0,8.0,0.0
0.0,0.0,0.0
1.0,4.0,2.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,3.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,5.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,33.0,8.0
4.0,11.0,6.0
0.0,12.0,5.0
0.0,3.0,1.0
4.0,25.0,13.0
4.0,4.0,4.0
2.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
3.0,4.0,4.0
0.0,0.0,0.0
3.0,3.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,1.0,0.0
0.0,0.0,0.0
3.0,22.0,13.0
0.0,1.0,1.0
0.0,0.0,0.0
1.0,6.0,3.0
0.0,0.0,0.0
2.0,28.0,12.0
0.0,1.0,0.0
0.0,3.0,0.0
3.0,3.0,3.0
0.0,0.0,0.0
1.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,1.0
1.0,1.0,1.0
0.0,1.0,1.0
0.0,2.0,0.0
3.0,12.0,5.0
0.0,0.0,0.0
0.0,5.0,4.0
0.0,4.0,2.0
1.0,5.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,11.0,4.0
0.0,12.0,1.0
1.0,30.0,6.0
0.0,1.0,1.0
0.0,1.0,0.0
3.0,38.0,21.0
0.0,6.0,1.0
0.0,1.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,2.0,0.0
1.0,13.0,2.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,27.0,26.0
